# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
5.245361327999999901e+01 3.398091750819113264e-03 1.013960894550932626e-03 9.980584533981413653e-01 1.057233197014099567e-03 1.248815968412656180e-03
5.245971680000000248e+01 3.398313852019613744e-03 1.013901519271906285e-03 9.980583018218357472e-01 1.057409565504493316e-03 1.248820439838471512e-03
5.246582030999999802e+01 3.398535949468694910e-03 1.013842085415149388e-03 9.980581496268157160e-01 1.057585933380933733e-03 1.248824925539911796e-03
5.247192383000000149e+01 3.398758043856427158e-03 1.013782592835960625e-03 9.980579968134245528e-01 1.057762301208963439e-03 1.248829425482357591e-03
5.247802733999999703e+01 3.398980134417395847e-03 1.013723041779302034e-03 9.980578433830559204e-01 1.057938668398288127e-03 1.248833939601800419e-03
5.248413086000000050e+01 3.399202221841737728e-03 1.013663432100025833e-03 9.980576893361506885e-01 1.058115035514463212e-03 1.248838467863824884e-03
5.249023437999999686e+01 3.399424305728011332e-03 1.013603763945607802e-03 9.980575346739539722e-01 1.058291402256170697e-03 1.248843010211892878e-03
5.249633788999999950e+01 3.399646385674842414e-03 1.013544037463875655e-03 9.980573793977653985e-01 1.058467768322103857e-03 1.248847566589431166e-03
5.250244141000000297e+01 3.399868462372470507e-03 1.013484252509011356e-03 9.980572235081686117e-01 1.058644134277836107e-03 1.248852136962326194e-03
5.250854491999999851e+01 3.400090535055762427e-03 1.013424409326779685e-03 9.980570670068195094e-01 1.058820499533117375e-03 1.248856721266613503e-03
5.251464844000000198e+01 3.400312604415022324e-03 1.013364507770916131e-03 9.980569098943957718e-01 1.058996864653536252e-03 1.248861319468382285e-03
5.252075194999999752e+01 3.400534669685233678e-03 1.013304548087504446e-03 9.980567521726527724e-01 1.059173229048859148e-03 1.248865931503686079e-03
5.252685547000000099e+01 3.400756731556764823e-03 1.013244530129835379e-03 9.980565938423612282e-01 1.059349593284686798e-03 1.248870557338814221e-03
5.253295897999999653e+01 3.400978789264714596e-03 1.013184454144312524e-03 9.980564349053762108e-01 1.059525956770805558e-03 1.248875196909840198e-03
5.253906250000000000e+01 3.401200843499515517e-03 1.013124319983781888e-03 9.980562753625605854e-01 1.059702320072827223e-03 1.248879850183251539e-03
5.254516602000000347e+01 3.401422893860184087e-03 1.013064127796297785e-03 9.980561152156023352e-01 1.059878682889509472e-03 1.248884517102798967e-03
5.255126952999999901e+01 3.401644939945807494e-03 1.013003877730264072e-03 9.980559544662415128e-01 1.060055044919618657e-03 1.248889197612197645e-03
5.255737305000000248e+01 3.401866982446915839e-03 1.012943569637861710e-03 9.980557931154729889e-01 1.060231406728786522e-03 1.248893891678233906e-03
5.256347655999999802e+01 3.402089020598893752e-03 1.012883203766287493e-03 9.980556311653926427e-01 1.060407767726845611e-03 1.248898599237030244e-03
5.256958008000000149e+01 3.402311055092335518e-03 1.012822779967281544e-03 9.980554686170820533e-01 1.060584128479438726e-03 1.248903320255571187e-03
5.257568358999999703e+01 3.402533085162741562e-03 1.012762298488355727e-03 9.980553054727301365e-01 1.060760488396417277e-03 1.248908054670000043e-03
5.258178711000000050e+01 3.402755111500770351e-03 1.012701759180809980e-03 9.980551417335034037e-01 1.060936848043436643e-03 1.248912802447496931e-03
5.258789062000000314e+01 3.402977133342036803e-03 1.012641162292470800e-03 9.980549774016828080e-01 1.061113206830366883e-03 1.248917563524226844e-03
5.259399413999999950e+01 3.403199151377262269e-03 1.012580507674196639e-03 9.980548124785179054e-01 1.061289565322874866e-03 1.248922337867567440e-03
5.260009766000000297e+01 3.403421165205920782e-03 1.012519795474612749e-03 9.980546469661075726e-01 1.061465923219795902e-03 1.248927125421558492e-03
5.260620116999999851e+01 3.403643174427566174e-03 1.012459025842689809e-03 9.980544808665975376e-01 1.061642280219975273e-03 1.248931926130208330e-03
5.261230469000000198e+01 3.403865179733007833e-03 1.012398198628625557e-03 9.980543141813601471e-01 1.061818636889097847e-03 1.248936739961187129e-03
5.261840819999999752e+01 3.404087180358153410e-03 1.012337314081034924e-03 9.980541469128967336e-01 1.061994992637082906e-03 1.248941566850714311e-03
5.262451172000000099e+01 3.404309176993878649e-03 1.012276372049674810e-03 9.980539790626580254e-01 1.062171348029627245e-03 1.248946406766653257e-03
5.263061522999999653e+01 3.404531168876208727e-03 1.012215372783474565e-03 9.980538106332322856e-01 1.062347702476669660e-03 1.248951259645246373e-03
5.263671875000000000e+01 3.404753156696076200e-03 1.012154316131753289e-03 9.980536416261482913e-01 1.062524056543918223e-03 1.248956125454550462e-03
5.264282227000000347e+01 3.404975140053319825e-03 1.012093202243576420e-03 9.980534720437979068e-01 1.062700409930269823e-03 1.248961004138835580e-03
5.264892577999999901e+01 3.405197118547851655e-03 1.012032031268352223e-03 9.980533018886208474e-01 1.062876762334632411e-03 1.248965895642339258e-03
5.265502930000000248e+01 3.405419092870694449e-03 1.011970803054743854e-03 9.980531311622560242e-01 1.063053114322731838e-03 1.248970799933407779e-03
5.266113280999999802e+01 3.405641062258168723e-03 1.011909517852461072e-03 9.980529598674996450e-01 1.063229465304557425e-03 1.248975716948342316e-03
5.266723633000000149e+01 3.405863027401357952e-03 1.011848175509729017e-03 9.980527880060641177e-01 1.063405815845845865e-03 1.248980646655679970e-03
5.267333983999999703e+01 3.406084987536702781e-03 1.011786776276568179e-03 9.980526155808250310e-01 1.063582165356607946e-03 1.248985588991746200e-03
5.267944336000000050e+01 3.406306943355340896e-03 1.011725320000767632e-03 9.980524425935664024e-01 1.063758514402590770e-03 1.248990543925269361e-03
5.268554687999999686e+01 3.406528894457474914e-03 1.011663806831830398e-03 9.980522690469567637e-01 1.063934862682754980e-03 1.248995511400748494e-03
5.269165038999999950e+01 3.406750840443381612e-03 1.011602236919597990e-03 9.980520949437046152e-01 1.064111209896073358e-03 1.249000491362654884e-03
5.269775391000000297e+01 3.406972782004285844e-03 1.011540610111207441e-03 9.980519202856983352e-01 1.064287556608309922e-03 1.249005483780001166e-03
5.270385741999999851e+01 3.407194718376927063e-03 1.011478926657454445e-03 9.980517450760043596e-01 1.064463902229527718e-03 1.249010488589175029e-03
5.270996094000000198e+01 3.407416650252590405e-03 1.011417186405041057e-03 9.980515693165794566e-01 1.064640247325502036e-03 1.249015505759379276e-03
5.271606444999999752e+01 3.407638576868134584e-03 1.011355389605071752e-03 9.980513930105627818e-01 1.064816591306317175e-03 1.249020535227027403e-03
5.272216797000000099e+01 3.407860498914900248e-03 1.011293536103815118e-03 9.980512161599751630e-01 1.064992934737759049e-03 1.249025576961509129e-03
5.272827147999999653e+01 3.408082415629866673e-03 1.011231626152683978e-03 9.980510387680296969e-01 1.065169277029933857e-03 1.249030630899265921e-03
5.273437500000000000e+01 3.408304327704430453e-03 1.011169659597513024e-03 9.980508608368111600e-01 1.065345618748638140e-03 1.249035697009874199e-03
5.274047852000000347e+01 3.408526234739260412e-03 1.011107636588359521e-03 9.980506823693086060e-01 1.065521959592915157e-03 1.249040775238132242e-03
5.274658202999999901e+01 3.408748136335103436e-03 1.011045557275618359e-03 9.980505033685488359e-01 1.065698299261824862e-03 1.249045865528812744e-03
5.275268555000000248e+01 3.408970033183438952e-03 1.010983421504475874e-03 9.980503238367086638e-01 1.065874638321177674e-03 1.249050967851771414e-03
5.275878905999999802e+01 3.409191924521549812e-03 1.010921229527114457e-03 9.980501437771720497e-01 1.066050976181135736e-03 1.249056082143517807e-03
5.276489258000000149e+01 3.409413811040968353e-03 1.010858981188286548e-03 9.980499631921768700e-01 1.066227313407520742e-03 1.249061208374094116e-03
5.277099608999999703e+01 3.409635691979100592e-03 1.010796676740482450e-03 9.980497820851738089e-01 1.066403649410517171e-03 1.249066346480036784e-03
5.277709961000000050e+01 3.409857568027533942e-03 1.010734316028024608e-03 9.980496004584576974e-01 1.066579984755956908e-03 1.249071496431572751e-03
5.278320312000000314e+01 3.410079438423794986e-03 1.010671899303706035e-03 9.980494183155427246e-01 1.066756318854046766e-03 1.249076658165268602e-03
5.278930663999999950e+01 3.410301303859523611e-03 1.010609426411421350e-03 9.980492356587813418e-01 1.066932652270628388e-03 1.249081831651532989e-03
5.279541016000000297e+01 3.410523163935863522e-03 1.010546897501775126e-03 9.980490524914493733e-01 1.067108984704833721e-03 1.249087016835467336e-03
5.280151366999999851e+01 3.410745018254031282e-03 1.010484312725710206e-03 9.980488688168543954e-01 1.067285315855809238e-03 1.249092213662148778e-03
5.280761719000000198e+01 3.410966867505747444e-03 1.010421671926474375e-03 9.980486846374313492e-01 1.067461646289411112e-03 1.249097422102261358e-03
5.281372069999999752e+01 3.411188710928849538e-03 1.010358975357624790e-03 9.980484999568464133e-01 1.067637975415904050e-03 1.249102642092444950e-03
5.281982422000000099e+01 3.411410549215105822e-03 1.010296222861979459e-03 9.980483147775852659e-01 1.067814303801155286e-03 1.249107873603564874e-03
5.282592772999999653e+01 3.411632381602473958e-03 1.010233414693398465e-03 9.980481291033743707e-01 1.067990630855451427e-03 1.249113116572292664e-03
5.283203125000000000e+01 3.411854208782779015e-03 1.010170550694273073e-03 9.980479429367485888e-01 1.068166957144669462e-03 1.249118370969674050e-03
5.283813477000000347e+01 3.412076030357530723e-03 1.010107631015632430e-03 9.980477562811846948e-01 1.068343282368010511e-03 1.249123636741048329e-03
5.284423827999999901e+01 3.412297845928317312e-03 1.010044655808840048e-03 9.980475691401867744e-01 1.068519606224690652e-03 1.249128913831731597e-03
5.285034180000000248e+01 3.412519656187039743e-03 1.009981624915645996e-03 9.980473815163647400e-01 1.068695929280600752e-03 1.249134202213040201e-03
5.285644530999999802e+01 3.412741460371964894e-03 1.009918538590666697e-03 9.980471934135810574e-01 1.068872250946086618e-03 1.249139501821723303e-03
5.286254883000000149e+01 3.412963259175044034e-03 1.009855396675225043e-03 9.980470048344926015e-01 1.069048571787049526e-03 1.249144812629276579e-03
5.286865233999999703e+01 3.413185051834668506e-03 1.009792199424239300e-03 9.980468157830153508e-01 1.069224891213860001e-03 1.249150134572481283e-03
5.287475586000000050e+01 3.413406839042838151e-03 1.009728946678606701e-03 9.980466262618505890e-01 1.069401209792427993e-03 1.249155467623011117e-03
5.288085937999999686e+01 3.413628620401431765e-03 1.009665638589776629e-03 9.980464362746528373e-01 1.069577527222023792e-03 1.249160811726443684e-03
5.288696288999999950e+01 3.413850395512414444e-03 1.009602275309529366e-03 9.980462458251018187e-01 1.069753843201937202e-03 1.249166166828337724e-03
5.289306641000000297e+01 3.414072165067854984e-03 1.009538856678124635e-03 9.980460549159640982e-01 1.069930158298090534e-03 1.249171532900632351e-03
5.289916991999999851e+01 3.414293928306461317e-03 1.009475382951232269e-03 9.980458635512790000e-01 1.070106471920914811e-03 1.249176909880191436e-03
5.290527344000000198e+01 3.414515685920353413e-03 1.009411853968687203e-03 9.980456717338542783e-01 1.070282784636343836e-03 1.249182297739131900e-03
5.291137694999999752e+01 3.414737437148364103e-03 1.009348269986457642e-03 9.980454794677741104e-01 1.070459095854832052e-03 1.249187696414349059e-03
5.291748047000000099e+01 3.414959182682661062e-03 1.009284630843955899e-03 9.980452867558869956e-01 1.070635406142322584e-03 1.249193105878136558e-03
5.292358397999999653e+01 3.415180921762204190e-03 1.009220936797448334e-03 9.980450936023219644e-01 1.070811714909295029e-03 1.249198526067424406e-03
5.292968750000000000e+01 3.415402655079207567e-03 1.009157187685924204e-03 9.980449000099659296e-01 1.070988022721701188e-03 1.249203956954680591e-03
5.293579102000000347e+01 3.415624382236030505e-03 1.009093383661367402e-03 9.980447059826725864e-01 1.071164329278905241e-03 1.249209398485793448e-03
5.294189452999999901e+01 3.415846102835115583e-03 1.009029524876089035e-03 9.980445115243187226e-01 1.071340634280288501e-03 1.249214850606633100e-03
5.294799805000000248e+01 3.416067817568745404e-03 1.008965611168446052e-03 9.980443166378463182e-01 1.071516938291815994e-03 1.249220313289930127e-03
5.295410155999999802e+01 3.416289525676200357e-03 1.008901642795448144e-03 9.980441213274878764e-01 1.071693240724030200e-03 1.249225786472701058e-03
5.296020508000000149e+01 3.416511227849807712e-03 1.008837619595031156e-03 9.980439255962195721e-01 1.071869542142904171e-03 1.249231270127847560e-03
5.296630858999999703e+01 3.416732923328973191e-03 1.008773541824501850e-03 9.980437294483143207e-01 1.072045841959005973e-03 1.249236764192422806e-03
5.297241211000000050e+01 3.416954612806072204e-03 1.008709409321374099e-03 9.980435328867799383e-01 1.072222140738318197e-03 1.249242268639502371e-03
5.297851562000000314e+01 3.417176295520635374e-03 1.008645222343251954e-03 9.980433359159270879e-01 1.072398437891434499e-03 1.249247783406173904e-03
5.298461913999999950e+01 3.417397972165084515e-03 1.008580980727229268e-03 9.980431385387957821e-01 1.072574733984344841e-03 1.249253308465684935e-03
5.299072266000000297e+01 3.417619642342259890e-03 1.008516684625817075e-03 9.980429407594083591e-01 1.072751028716508815e-03 1.249258843764237351e-03
5.299682616999999851e+01 3.417841305655086332e-03 1.008452334191852319e-03 9.980427425818063636e-01 1.072927321787405528e-03 1.249264389248016778e-03
5.300292969000000198e+01 3.418062962796050274e-03 1.008387929261801317e-03 9.980425440090727740e-01 1.073103613763036436e-03 1.249269944890527917e-03
5.300903319999999752e+01 3.418284613005005863e-03 1.008323470094003643e-03 9.980423450456061829e-01 1.073279904054061113e-03 1.249275510628950142e-03
5.301513672000000099e+01 3.418506256974482033e-03 1.008258956524506027e-03 9.980421456945177683e-01 1.073456193226489689e-03 1.249281086436957290e-03
5.302124022999999653e+01 3.418727893944460867e-03 1.008194388811943379e-03 9.980419459602375420e-01 1.073632480691008627e-03 1.249286672251766683e-03
5.302734375000000000e+01 3.418949524607516402e-03 1.008129766791945447e-03 9.980417458459031055e-01 1.073808767013635862e-03 1.249292268047220858e-03
5.303344727000000347e+01 3.419171148566863602e-03 1.008065090617428538e-03 9.980415453556455985e-01 1.073985051893907965e-03 1.249297873769768252e-03
5.303955077999999901e+01 3.419392765425807203e-03 1.008000360441635088e-03 9.980413444936143685e-01 1.074161335031379068e-03 1.249303489365842339e-03
5.304565430000000248e+01 3.419614375876979789e-03 1.007935576099568608e-03 9.980411432629818780e-01 1.074337616992079251e-03 1.249309114809538926e-03
5.305175780999999802e+01 3.419835979160692173e-03 1.007870737850596063e-03 9.980409416682540780e-01 1.074513897186761546e-03 1.249314750038171178e-03
5.305786133000000149e+01 3.420057575969618572e-03 1.007805845529303329e-03 9.980407397126254132e-01 1.074690176181463839e-03 1.249320395026001871e-03
5.306396483999999703e+01 3.420279165544199904e-03 1.007740899395350755e-03 9.980405374006279251e-01 1.074866453386966051e-03 1.249326049710382767e-03
5.307006836000000050e+01 3.420500748577149849e-03 1.007675899282908316e-03 9.980403347354784849e-01 1.075042729369313005e-03 1.249331714065744043e-03
5.307617187999999686e+01 3.420722324672065013e-03 1.007610845345297814e-03 9.980401317214004919e-01 1.075219003828119116e-03 1.249337388038780682e-03
5.308227538999999950e+01 3.420943893432628301e-03 1.007545737736161321e-03 9.980399283626308904e-01 1.075395276463016799e-03 1.249343071576175957e-03
5.308837891000000297e+01 3.421165455551615844e-03 1.007480576289048867e-03 9.980397246624160834e-01 1.075571547840063020e-03 1.249348764652609845e-03
5.309448241999999851e+01 3.421387010269794689e-03 1.007415361264344831e-03 9.980395206253467322e-01 1.075747817370105571e-03 1.249354467205531470e-03
5.310058594000000198e+01 3.421608558279982167e-03 1.007350092495185511e-03 9.980393162546898900e-01 1.075924085619208792e-03 1.249360179209786257e-03
5.310668944999999752e+01 3.421830098823075861e-03 1.007284770242246070e-03 9.980391115550555359e-01 1.076100351998248881e-03 1.249365900602865181e-03
5.311279297000000099e+01 3.422051632591930834e-03 1.007219394338247339e-03 9.980389065297267104e-01 1.076276617073296249e-03 1.249371631359775863e-03
5.311889647999999653e+01 3.422273158827577374e-03 1.007153965044154612e-03 9.980387011833362632e-01 1.076452880255256584e-03 1.249377371418051563e-03
5.312500000000000000e+01 3.422494678222910876e-03 1.007088482192276292e-03 9.980384955191802243e-01 1.076629142110206152e-03 1.249383120752863181e-03
5.313110352000000347e+01 3.422716190382012798e-03 1.007022945936446789e-03 9.980382895415726985e-01 1.076805402337862151e-03 1.249388879311226627e-03
5.313720702999999901e+01 3.422937694909056541e-03 1.006957356430818618e-03 9.980380832548381154e-01 1.076981660637959127e-03 1.249394647040149783e-03
5.314331055000000248e+01 3.423159192496991708e-03 1.006891713507083921e-03 9.980378766622919340e-01 1.077157917576585487e-03 1.249400423915046849e-03
5.314941405999999802e+01 3.423380682387180789e-03 1.006826017426925733e-03 9.980376697686120790e-01 1.077334172564716527e-03 1.249406209873556248e-03
5.315551758000000149e+01 3.423602165272612418e-03 1.006760268021625934e-03 9.980374625771269992e-01 1.077510426168447376e-03 1.249412004891253293e-03
5.316162108999999703e+01 3.423823640394780057e-03 1.006694465553154005e-03 9.980372550925300512e-01 1.077686677798781302e-03 1.249417808905817608e-03
5.316772461000000050e+01 3.424045108446710072e-03 1.006628609852380915e-03 9.980370473181590096e-01 1.077862928021821459e-03 1.249423621892988435e-03
5.317382812000000314e+01 3.424266568670030365e-03 1.006562701181563891e-03 9.980368392587201098e-01 1.078039176248599736e-03 1.249429443790486816e-03
5.317993163999999950e+01 3.424488021757801127e-03 1.006496739371162338e-03 9.980366309175635608e-01 1.078215423045224058e-03 1.249435274574210936e-03
5.318603516000000297e+01 3.424709467314596047e-03 1.006430724575518290e-03 9.980364222990639744e-01 1.078391668111515055e-03 1.249441114191501964e-03
5.319213866999999851e+01 3.424930904945078149e-03 1.006364656949287765e-03 9.980362134076051772e-01 1.078567911147311790e-03 1.249446962589692177e-03
5.319824219000000198e+01 3.425152335342364872e-03 1.006298536322318892e-03 9.980360042465479253e-01 1.078744152718733897e-03 1.249452819744919802e-03
5.320434569999999752e+01 3.425373757748417184e-03 1.006232362957580357e-03 9.980357948206259877e-01 1.078920392236885255e-03 1.249458685595015604e-03
5.321044922000000099e+01 3.425595172856384617e-03 1.006166136684512194e-03 9.980355851332065598e-01 1.079096630267891137e-03 1.249464560116275019e-03
5.321655272999999653e+01 3.425816579908365616e-03 1.006099857766368016e-03 9.980353751890329583e-01 1.079272866222886649e-03 1.249470443246574998e-03
5.322265625000000000e+01 3.426037979597543973e-03 1.006033526032179982e-03 9.980351649914774859e-01 1.079449100668002266e-03 1.249476334962367754e-03
5.322875977000000347e+01 3.426259371528875015e-03 1.005967141636677619e-03 9.980349545449456183e-01 1.079625333303140585e-03 1.249482235211248158e-03
5.323486327999999901e+01 3.426480755307408609e-03 1.005900704734907910e-03 9.980347438538491600e-01 1.079801563828223718e-03 1.249488143940805877e-03
5.324096680000000248e+01 3.426702131626377119e-03 1.005834215155290874e-03 9.980345329215631889e-01 1.079977792809392548e-03 1.249494061127728612e-03
5.324707030999999802e+01 3.426923499728218563e-03 1.005767673161788974e-03 9.980343217528503397e-01 1.080154019657855041e-03 1.249499986710005638e-03
5.325317383000000149e+01 3.427144860306198700e-03 1.005701078582416736e-03 9.980341103510884659e-01 1.080330244939759019e-03 1.249505920664481864e-03
5.325927733999999703e+01 3.427366212602891721e-03 1.005634431681420035e-03 9.980338987210435331e-01 1.080506468066342370e-03 1.249511862929191669e-03
5.326538086000000050e+01 3.427587557311592877e-03 1.005567732286407039e-03 9.980336868660941718e-01 1.080682689603756821e-03 1.249517813481135220e-03
5.327148437999999686e+01 3.427808894037646503e-03 1.005500980552496721e-03 9.980334747906618453e-01 1.080858909251988667e-03 1.249523772268162393e-03
5.327758788999999950e+01 3.428030222386487576e-03 1.005434176635118569e-03 9.980332624991700152e-01 1.081035126711045891e-03 1.249529739238120244e-03
5.328369141000000297e+01 3.428251543051461653e-03 1.005367320361274684e-03 9.980330499949972012e-01 1.081211342547087808e-03 1.249535714368239661e-03
5.328979491999999851e+01 3.428472855275482498e-03 1.005300411995913284e-03 9.980328372829139205e-01 1.081387556171430368e-03 1.249541697596672548e-03
5.329589844000000198e+01 3.428694159751927324e-03 1.005233451365632495e-03 9.980326243662978047e-01 1.081563768150239826e-03 1.249547688900803965e-03
5.330200194999999752e+01 3.428915455723849978e-03 1.005166438735661128e-03 9.980324112499200373e-01 1.081739977894860755e-03 1.249553688218832002e-03
5.330810547000000099e+01 3.429136743884654559e-03 1.005099373932193552e-03 9.980321979371545860e-01 1.081916185971465482e-03 1.249559695528295244e-03
5.331420897999999653e+01 3.429358023477532824e-03 1.005032257220737869e-03 9.980319844327723011e-01 1.082092391791430889e-03 1.249565710767439487e-03
5.332031250000000000e+01 3.429579295195920533e-03 1.004965088427085557e-03 9.980317707401427096e-01 1.082268595920932988e-03 1.249571733913955101e-03
5.332641602000000347e+01 3.429800558645656854e-03 1.004897867706847385e-03 9.980315568636826118e-01 1.082444798060068231e-03 1.249577764916023513e-03
5.333251952999999901e+01 3.430021813432676363e-03 1.004830595215944634e-03 9.980313428078096960e-01 1.082620997908953671e-03 1.249583803721824628e-03
5.333862305000000248e+01 3.430243060250459056e-03 1.004763270779564233e-03 9.980311285758852735e-01 1.082797196033774860e-03 1.249589850309276284e-03
5.334472655999999802e+01 3.430464298342540165e-03 1.004695894663912509e-03 9.980309141726716460e-01 1.082973391845986092e-03 1.249595904616745273e-03
5.335083008000000149e+01 3.430685528402430476e-03 1.004628466693776321e-03 9.980306996015240184e-01 1.083149585911777043e-03 1.249601966622299271e-03
5.335693358999999703e+01 3.430906749673801395e-03 1.004560987135639334e-03 9.980304848671998075e-01 1.083325777642634314e-03 1.249608036264354943e-03
5.336303711000000050e+01 3.431127962850193201e-03 1.004493455813886818e-03 9.980302699730462246e-01 1.083501967604751700e-03 1.249614113521130016e-03
5.336914062000000314e+01 3.431349167175416510e-03 1.004425872995279995e-03 9.980300549238139141e-01 1.083678155209648114e-03 1.249620198331089079e-03
5.337524413999999950e+01 3.431570363343038055e-03 1.004358238503805798e-03 9.980298397228424268e-01 1.083854341023522119e-03 1.249626290672600348e-03
5.338134766000000297e+01 3.431791550959394001e-03 1.004290552495560934e-03 9.980296243745218066e-01 1.084030524746581840e-03 1.249632390494179179e-03
5.338745116999999851e+01 3.432012729630921563e-03 1.004222815126950457e-03 9.980294088832397659e-01 1.084206706079058171e-03 1.249638497744340500e-03
5.339355469000000198e+01 3.432233900051225636e-03 1.004155026221361519e-03 9.980291932523182030e-01 1.084382885587156830e-03 1.249644612401674569e-03
5.339965819999999752e+01 3.432455061464466384e-03 1.004087186046244895e-03 9.980289774864897767e-01 1.084559062682476961e-03 1.249650734404771524e-03
5.340576172000000099e+01 3.432676214564279495e-03 1.004019294424590052e-03 9.980287615890648389e-01 1.084735237931228188e-03 1.249656863732369512e-03
5.341186522999999653e+01 3.432897358594963044e-03 1.003951351624122502e-03 9.980285455647655013e-01 1.084911410745042614e-03 1.249663000323108977e-03
5.341796875000000000e+01 3.433118494250177871e-03 1.003883357467433160e-03 9.980283294168904584e-01 1.085087581690133765e-03 1.249669144155875081e-03
5.342407227000000347e+01 3.433339621136650890e-03 1.003815312110995167e-03 9.980281131497947822e-01 1.085263750466799538e-03 1.249675295179444043e-03
5.343017577999999901e+01 3.433560738861207023e-03 1.003747215711584375e-03 9.980278967678286595e-01 1.085439916775359078e-03 1.249681453342594683e-03
5.343627930000000248e+01 3.433781848117543542e-03 1.003679068091198204e-03 9.980276802742711340e-01 1.085616081182033720e-03 1.249687618624429437e-03
5.344238280999999802e+01 3.434002948150313272e-03 1.003610869518246516e-03 9.980274636738134530e-01 1.085792243098536664e-03 1.249693790963719723e-03
5.344848633000000149e+01 3.434224039653239937e-03 1.003542619814329481e-03 9.980272469697203386e-01 1.085968403091092712e-03 1.249699970339712609e-03
5.345458983999999703e+01 3.434445121871111672e-03 1.003474319248129094e-03 9.980270301666688271e-01 1.086144560571448243e-03 1.249706156691231555e-03
5.346069336000000050e+01 3.434666195497679524e-03 1.003405967640851309e-03 9.980268132679085413e-01 1.086320716105832179e-03 1.249712349997668913e-03
5.346679687999999686e+01 3.434887260140059417e-03 1.003337565149338981e-03 9.980265962777465916e-01 1.086496869394631319e-03 1.249718550208064579e-03
5.347290038999999950e+01 3.435108315405469188e-03 1.003269111930737674e-03 9.980263792004822054e-01 1.086673020138256103e-03 1.249724757271461701e-03
5.347900391000000297e+01 3.435329361987691545e-03 1.003200607805660284e-03 9.980261620393399147e-01 1.086849168902941304e-03 1.249730971167467954e-03
5.348510741999999851e+01 3.435550399131874141e-03 1.003132053043469469e-03 9.980259447989582311e-01 1.087025315100516353e-03 1.249737191835038419e-03
5.349121094000000198e+01 3.435771427531819633e-03 1.003063447464383473e-03 9.980257274825448111e-01 1.087201459297220361e-03 1.249743419253924320e-03
5.349731444999999752e+01 3.435992446432817923e-03 1.002994791338036222e-03 9.980255100947198477e-01 1.087377600904915068e-03 1.249749653363133864e-03
5.350341797000000099e+01 3.436213456528696818e-03 1.002926084484252831e-03 9.980252926386725676e-01 1.087553740489844356e-03 1.249755894142559869e-03
5.350952147999999653e+01 3.436434457064887170e-03 1.002857327172937190e-03 9.980250751190061775e-01 1.087729877463903356e-03 1.249762141531265622e-03
5.351562500000000000e+01 3.436655448735239770e-03 1.002788519223521500e-03 9.980248575388891430e-01 1.087906012393339205e-03 1.249768395509284237e-03
5.352172852000000347e+01 3.436876431147374480e-03 1.002719660793320242e-03 9.980246399025498594e-01 1.088082144978654931e-03 1.249774656025996050e-03
5.352783202999999901e+01 3.437097403909017412e-03 1.002650752039950608e-03 9.980244222142063970e-01 1.088258274920380232e-03 1.249780923030788552e-03
5.353393555000000248e+01 3.437318367714051453e-03 1.002581792782255643e-03 9.980242044769972454e-01 1.088434402784765496e-03 1.249787196503904978e-03
5.354003905999999802e+01 3.437539321808263069e-03 1.002512783290813178e-03 9.980239866954767614e-01 1.088610527983792809e-03 1.249793476384545654e-03
5.354614258000000149e+01 3.437760266885555530e-03 1.002443723384075294e-03 9.980237688727612300e-01 1.088786651083716028e-03 1.249799762653094762e-03
5.355224608999999703e+01 3.437981202191861020e-03 1.002374613332888487e-03 9.980235510133848020e-01 1.088962771496551933e-03 1.249806055248808140e-03
5.355834961000000050e+01 3.438202128421101889e-03 1.002305452955314308e-03 9.980233331204410030e-01 1.089138889788556983e-03 1.249812354152208529e-03
5.356445312000000314e+01 3.438423044819353437e-03 1.002236242522466835e-03 9.980231151984420013e-01 1.089315005371782651e-03 1.249818659302607063e-03
5.357055663999999950e+01 3.438643952080560565e-03 1.002166981852017956e-03 9.980228972504593399e-01 1.089491118812489084e-03 1.249824970680665911e-03
5.357666016000000297e+01 3.438864849812850542e-03 1.002097671101748796e-03 9.980226792806228264e-01 1.089667229811300524e-03 1.249831288236108234e-03
5.358276366999999851e+01 3.439085737624455151e-03 1.002028310429740800e-03 9.980224612930537198e-01 1.089843338068864414e-03 1.249837611918665648e-03
5.358886719000000198e+01 3.439306616209348352e-03 1.001958899653079306e-03 9.980222432907870367e-01 1.090019444151446538e-03 1.249843941709205888e-03
5.359497069999999752e+01 3.439527484813964531e-03 1.001889439043547559e-03 9.980220252782742163e-01 1.090195547471184672e-03 1.249850277547181901e-03
5.360107422000000099e+01 3.439748344132296295e-03 1.001819928417841668e-03 9.980218072585285150e-01 1.090371648594346552e-03 1.249856619413597164e-03
5.360717772999999653e+01 3.439969193410922013e-03 1.001750368048011808e-03 9.980215892359756147e-01 1.090547746933104864e-03 1.249862967247962952e-03
5.361328125000000000e+01 3.440190033343851206e-03 1.001680757750366378e-03 9.980213712136015713e-01 1.090723843053729080e-03 1.249869321031418052e-03
5.361938477000000347e+01 3.440410863539610994e-03 1.001611097683047322e-03 9.980211531954510384e-01 1.090899936656938634e-03 1.249875680713956458e-03
5.362548827999999901e+01 3.440631683606824778e-03 1.001541388004492140e-03 9.980209351855552358e-01 1.091076027443475946e-03 1.249882046245578667e-03
5.363159180000000248e+01 3.440852494239533300e-03 1.001471628530428964e-03 9.980207171868599181e-01 1.091252115979615689e-03 1.249888417607628813e-03
