# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
5.112915038999999950e+01 3.349885171390913977e-03 1.025368048535953277e-03 9.980812831364246351e-01 1.018975605446436348e-03 1.248274051137998521e-03
5.113525391000000297e+01 3.350107035996341496e-03 1.025322644432241246e-03 9.980811754905043465e-01 1.019151740052822233e-03 1.248274157892575488e-03
5.114135741999999851e+01 3.350328906136221686e-03 1.025277170113560610e-03 9.980810685043400854e-01 1.019327876883343274e-03 1.248274291001513639e-03
5.114746094000000198e+01 3.350550782489579524e-03 1.025231625487907057e-03 9.980809621680961641e-01 1.019504016501541523e-03 1.248274450403052700e-03
5.115356444999999752e+01 3.350772664281422095e-03 1.025186010761494973e-03 9.980808564725707210e-01 1.019680158316623505e-03 1.248274636034537709e-03
5.115966797000000099e+01 3.350994552190914022e-03 1.025140325841793340e-03 9.980807514078171572e-01 1.019856302892155342e-03 1.248274847834507199e-03
5.116577147999999653e+01 3.351216445443120501e-03 1.025094570935410326e-03 9.980806469645149281e-01 1.020032449637332935e-03 1.248275085740260890e-03
5.117187500000000000e+01 3.351438344717345801e-03 1.025048745949291894e-03 9.980805431326169597e-01 1.020208599115746692e-03 1.248275349690638287e-03
5.117797852000000347e+01 3.351660249602290888e-03 1.025002851015187908e-03 9.980804399025322571e-01 1.020384751025193472e-03 1.248275639623391223e-03
5.118408202999999901e+01 3.351882159686672778e-03 1.024956886265273887e-03 9.980803372646261939e-01 1.020560905063457990e-03 1.248275955476166148e-03
5.119018555000000248e+01 3.352104075649996531e-03 1.024910851605710617e-03 9.980802352087086993e-01 1.020737061794164263e-03 1.248276297188247088e-03
5.119628905999999802e+01 3.352325996717484772e-03 1.024864747244088117e-03 9.980801337252271921e-01 1.020913220626488462e-03 1.248276664696826212e-03
5.120239258000000149e+01 3.352547923568777871e-03 1.024818573086043070e-03 9.980800328039159952e-01 1.021089382124077153e-03 1.248277057941483970e-03
5.120849608999999703e+01 3.352769855429163504e-03 1.024772329339558412e-03 9.980799324351420365e-01 1.021265545696098268e-03 1.248277476859369810e-03
5.121459961000000050e+01 3.352991792978416048e-03 1.024726015909749755e-03 9.980798326085725813e-01 1.021441711906221793e-03 1.248277921390359953e-03
5.122070312000000314e+01 3.353213735441885630e-03 1.024679633004990350e-03 9.980797333145039474e-01 1.021617880163607200e-03 1.248278391471562649e-03
5.122680663999999950e+01 3.353435683499479767e-03 1.024633180529874307e-03 9.980796345425438920e-01 1.021794051031947896e-03 1.248278887043147937e-03
5.123291016000000297e+01 3.353657636740268490e-03 1.024586658616886579e-03 9.980795362827683537e-01 1.021970224209039872e-03 1.248279408043058035e-03
5.123901366999999851e+01 3.353879594753333537e-03 1.024540067398936475e-03 9.980794385252206302e-01 1.022146399392667411e-03 1.248279954409132813e-03
5.124511719000000198e+01 3.354101558218781920e-03 1.024493406779837046e-03 9.980793412594394232e-01 1.022322577146557963e-03 1.248280526081979678e-03
5.125122069999999752e+01 3.354323526362127262e-03 1.024446676968936241e-03 9.980792444755836046e-01 1.022498756879853437e-03 1.248281122998608651e-03
5.125732422000000099e+01 3.354545499863608414e-03 1.024399877869528862e-03 9.980791481631570150e-01 1.022674939156302965e-03 1.248281745099919003e-03
5.126342772999999653e+01 3.354767477948805785e-03 1.024353009691352087e-03 9.980790523122801128e-01 1.022851123385042169e-03 1.248282392322880643e-03
5.126953125000000000e+01 3.354989461298087464e-03 1.024306072337180734e-03 9.980789569124256522e-01 1.023027310129842951e-03 1.248283064608684276e-03
5.127563477000000347e+01 3.355211449500809708e-03 1.024259065940068530e-03 9.980788619535296835e-01 1.023203499088503688e-03 1.248283761895424343e-03
5.128173827999999901e+01 3.355433442146345691e-03 1.024211990633489000e-03 9.980787674255101605e-01 1.023379689958809529e-03 1.248284484121092285e-03
5.128784180000000248e+01 3.355655439915257356e-03 1.024164846319440244e-03 9.980786733178147463e-01 1.023555883304569239e-03 1.248285231227314876e-03
5.129394530999999802e+01 3.355877442033295549e-03 1.024117633208628713e-03 9.980785796205006166e-01 1.023732078534898924e-03 1.248286003150965093e-03
5.130004883000000149e+01 3.356099449181150583e-03 1.024070351202535992e-03 9.980784863230055537e-01 1.023908276213629899e-03 1.248286799833958106e-03
5.130615233999999703e+01 3.356321460584639656e-03 1.024023000512254943e-03 9.980783934153761860e-01 1.024084475749873283e-03 1.248287621213130683e-03
5.131225586000000050e+01 3.356543476924585788e-03 1.023975581038751503e-03 9.980783008870485196e-01 1.024260677707481207e-03 1.248288467230683789e-03
5.131835937999999686e+01 3.356765497790634070e-03 1.023928092915642532e-03 9.980782087279163051e-01 1.024436881784254218e-03 1.248289337824864736e-03
5.132446288999999950e+01 3.356987522772446938e-03 1.023880536276961222e-03 9.980781169278701848e-01 1.024613087677984187e-03 1.248290232933822394e-03
5.133056641000000297e+01 3.357209552551041268e-03 1.023832911022902427e-03 9.980780254763562676e-01 1.024789295952555340e-03 1.248291152500187939e-03
5.133666991999999851e+01 3.357431586352402093e-03 1.023785217365519610e-03 9.980779343634278433e-01 1.024965506017066867e-03 1.248292096460708366e-03
5.134277344000000198e+01 3.357653624857673356e-03 1.023737455204492847e-03 9.980778435785421232e-01 1.025141718435425547e-03 1.248293064758299129e-03
5.134887694999999752e+01 3.357875667292907311e-03 1.023689624752260495e-03 9.980777531117693835e-01 1.025317932616724931e-03 1.248294057329674047e-03
5.135498047000000099e+01 3.358097714339374970e-03 1.023641725907989148e-03 9.980776629525899279e-01 1.025494149124894783e-03 1.248295074118031334e-03
5.136108397999999653e+01 3.358319765223201879e-03 1.023593758884499671e-03 9.980775730910923516e-01 1.025670367369023667e-03 1.248296115060050764e-03
5.136718750000000000e+01 3.358541820625781781e-03 1.023545723580446482e-03 9.980774835167853798e-01 1.025846587913063030e-03 1.248297180099214613e-03
5.137329102000000347e+01 3.358763880137135335e-03 1.023497620130163748e-03 9.980773942196378146e-01 1.026022810454821875e-03 1.248298269173972073e-03
5.137939452999999901e+01 3.358985943347306616e-03 1.023449448668400453e-03 9.980773051896330017e-01 1.026199034692099011e-03 1.248299382222677143e-03
5.138549805000000248e+01 3.359208010937878019e-03 1.023401209093042748e-03 9.980772164163353999e-01 1.026375261188879713e-03 1.248300519189235154e-03
5.139160155999999802e+01 3.359430082135150732e-03 1.023352901617866463e-03 9.980771278899116528e-01 1.026551489354241703e-03 1.248301680010241530e-03
5.139770508000000149e+01 3.359652157620832049e-03 1.023304526140248610e-03 9.980770395999695177e-01 1.026727719752190855e-03 1.248302864629883711e-03
5.140380858999999703e+01 3.359874236621295581e-03 1.023256082874343838e-03 9.980769515367180489e-01 1.026903951791801424e-03 1.248304072984724594e-03
5.140991211000000050e+01 3.360096319818369620e-03 1.023207571717019149e-03 9.980768636898115220e-01 1.027080186037101182e-03 1.248305305019231128e-03
5.141601562000000314e+01 3.360318406438504105e-03 1.023158992882809964e-03 9.980767760495103946e-01 1.027256421897160266e-03 1.248306560669935417e-03
5.142211913999999950e+01 3.360540497163647892e-03 1.023110346268074145e-03 9.980766886055210119e-01 1.027432659936028132e-03 1.248307839881583267e-03
5.142822266000000297e+01 3.360762591584204578e-03 1.023061632007856662e-03 9.980766013480142362e-01 1.027608899851525058e-03 1.248309142592829435e-03
5.143432616999999851e+01 3.360984689290599445e-03 1.023012850237613831e-03 9.980765142671855772e-01 1.027785141341463300e-03 1.248310468742236303e-03
5.144042969000000198e+01 3.361206790964969566e-03 1.022964000852942187e-03 9.980764273528373032e-01 1.027961384969924407e-03 1.248311818274966661e-03
5.144653319999999752e+01 3.361428895833943557e-03 1.022915084069321925e-03 9.980763405953694267e-01 1.028137630145970708e-03 1.248313191127475852e-03
5.145263672000000099e+01 3.361651004579774716e-03 1.022866099781842173e-03 9.980762539846484982e-01 1.028313877433705654e-03 1.248314587245202920e-03
5.145874022999999653e+01 3.361873116429172324e-03 1.022817048206361296e-03 9.980761675111445852e-01 1.028490126242188538e-03 1.248316006564575021e-03
5.146484375000000000e+01 3.362095232064508075e-03 1.022767929237462532e-03 9.980760811647934050e-01 1.028666377135544494e-03 1.248317449031306151e-03
5.147094727000000347e+01 3.362317351076485675e-03 1.022718743010738156e-03 9.980759949359957472e-01 1.028842629811604426e-03 1.248318914584214782e-03
5.147705077999999901e+01 3.362539473055830945e-03 1.022669489662190491e-03 9.980759088151881508e-01 1.029018883968192731e-03 1.248320403162029180e-03
5.148315430000000248e+01 3.362761598685100762e-03 1.022620169085643183e-03 9.980758227924217962e-01 1.029195140169465337e-03 1.248321914710875556e-03
5.148925780999999802e+01 3.362983727191185684e-03 1.022570781497896117e-03 9.980757368583554889e-01 1.029371397824476331e-03 1.248323449167110591e-03
5.149536133000000149e+01 3.363205859256761417e-03 1.022521326792268136e-03 9.980756510031241202e-01 1.029547657497403542e-03 1.248325006477131764e-03
5.150146483999999703e+01 3.363427994108793111e-03 1.022471805185932309e-03 9.980755652174647663e-01 1.029723918597299321e-03 1.248326586577270169e-03
5.150756836000000050e+01 3.363650132430075299e-03 1.022422216571705275e-03 9.980754794916002481e-01 1.029900181688361447e-03 1.248328189414196071e-03
5.151367187999999686e+01 3.363872273811607892e-03 1.022372561085724448e-03 9.980753938162184591e-01 1.030076446468434917e-03 1.248329814926894907e-03
5.151977538999999950e+01 3.364094417844426792e-03 1.022322838864532513e-03 9.980753081820485928e-01 1.030252712635358441e-03 1.248331463054262996e-03
5.152587891000000297e+01 3.364316565211495670e-03 1.022273049800191073e-03 9.980752225794510268e-01 1.030428980753360802e-03 1.248333133743379127e-03
5.153198241999999851e+01 3.364538715139975700e-03 1.022223194110808645e-03 9.980751369993876576e-01 1.030605250231491320e-03 1.248334826930505874e-03
5.153808594000000198e+01 3.364760868312950681e-03 1.022173271687943979e-03 9.980750514323155631e-01 1.030781521634000679e-03 1.248336542562992644e-03
5.154418944999999752e+01 3.364983023957658550e-03 1.022123282750077473e-03 9.980749658692958937e-01 1.030957794369936897e-03 1.248338280577078376e-03
5.155029297000000099e+01 3.365205182757297596e-03 1.022073227188266759e-03 9.980748803008803183e-01 1.031134069003571043e-03 1.248340040920379408e-03
5.155639647999999653e+01 3.365427343939184687e-03 1.022023105221364549e-03 9.980747947182340152e-01 1.031310344943951133e-03 1.248341823529110824e-03
5.156250000000000000e+01 3.365649508186633904e-03 1.021972916739928442e-03 9.980747091120104608e-01 1.031486622755368402e-03 1.248343628351157846e-03
5.156860352000000347e+01 3.365871675091038941e-03 1.021922661880788653e-03 9.980746234733389732e-01 1.031662902135687364e-03 1.248345455325721234e-03
5.157470702999999901e+01 3.366093844243828181e-03 1.021872340781180026e-03 9.980745377933984974e-01 1.031839182782768628e-03 1.248347304391920869e-03
5.158081055000000248e+01 3.366316016328484845e-03 1.021821953330910322e-03 9.980744520630056016e-01 1.032015465260932704e-03 1.248349175498041173e-03
5.158691405999999802e+01 3.366538190572523556e-03 1.021771499749757730e-03 9.980743662735910293e-01 1.032191748979228258e-03 1.248351068580238468e-03
5.159301758000000149e+01 3.366760367659543760e-03 1.021720979927032364e-03 9.980742804160793735e-01 1.032368034501997918e-03 1.248352983587064109e-03
5.159912108999999703e+01 3.366982546817137711e-03 1.021670394082881692e-03 9.980741944820139544e-01 1.032544321238288831e-03 1.248354920454651648e-03
5.160522461000000050e+01 3.367204728729017611e-03 1.021619742106117095e-03 9.980741084624328296e-01 1.032720609752462706e-03 1.248356879131817636e-03
5.161132812000000314e+01 3.367426912622856813e-03 1.021569024217255321e-03 9.980740223489940055e-01 1.032896899453569295e-03 1.248358859554673291e-03
5.161743163999999950e+01 3.367649099182478539e-03 1.021518240304610968e-03 9.980739361328523351e-01 1.033073190905990906e-03 1.248360861672300143e-03
5.162353516000000297e+01 3.367871287999672867e-03 1.021467390505701421e-03 9.980738498056437313e-01 1.033249483807615905e-03 1.248362885424120997e-03
5.162963866999999851e+01 3.368093478666268469e-03 1.021416474958444570e-03 9.980737633590643920e-01 1.033425777856328319e-03 1.248364930749479079e-03
5.163574219000000198e+01 3.368315671866251200e-03 1.021365493550409950e-03 9.980736767844440305e-01 1.033602073616541684e-03 1.248366997597849699e-03
5.164184569999999752e+01 3.368537866827501278e-03 1.021314446503033060e-03 9.980735900737465194e-01 1.033778370497306183e-03 1.248369085905292252e-03
5.164794922000000099e+01 3.368760064234116447e-03 1.021263333703388608e-03 9.980735032184232525e-01 1.033954669063054648e-03 1.248371195621542475e-03
5.165405272999999653e+01 3.368982263314059325e-03 1.021212155373277686e-03 9.980734162105595608e-01 1.034130968722838783e-03 1.248373326682641763e-03
5.166015625000000000e+01 3.369204464751535209e-03 1.021160911399280171e-03 9.980733290417345138e-01 1.034307270041111802e-03 1.248375479038586061e-03
5.166625977000000347e+01 3.369426668138651628e-03 1.021109601919444271e-03 9.980732417040135696e-01 1.034483572715783539e-03 1.248377652628975985e-03
5.167236327999999901e+01 3.369648873067543435e-03 1.021058227072213064e-03 9.980731541895351278e-01 1.034659876444758188e-03 1.248379847393332135e-03
5.167846680000000248e+01 3.369871080222583762e-03 1.021006786743427651e-03 9.980730664900637761e-01 1.034836181792518454e-03 1.248382063282040553e-03
5.168457030999999802e+01 3.370093288831941224e-03 1.020955281155800287e-03 9.980729785980093638e-01 1.035012488168121246e-03 1.248384300231095145e-03
5.169067383000000149e+01 3.370315499580095638e-03 1.020903710194680280e-03 9.980728905052669298e-01 1.035188796136068566e-03 1.248386558191140645e-03
5.169677733999999703e+01 3.370537711695298019e-03 1.020852074083141575e-03 9.980728022043779957e-01 1.035365105105418839e-03 1.248388837098152963e-03
5.170288086000000050e+01 3.370759925862137473e-03 1.020800372706042770e-03 9.980727136873678296e-01 1.035541415640693587e-03 1.248391136903035520e-03
5.170898437999999686e+01 3.370982141673028575e-03 1.020748606201954010e-03 9.980726249467687383e-01 1.035717727439824541e-03 1.248393457545565223e-03
5.171508788999999950e+01 3.371204358720427102e-03 1.020696774709843125e-03 9.980725359751757564e-01 1.035894040200741268e-03 1.248395798965443301e-03
5.172119141000000297e+01 3.371426577689079149e-03 1.020644878113829718e-03 9.980724467648187659e-01 1.036070354487993476e-03 1.248398161113958285e-03
5.172729491999999851e+01 3.371648797807449104e-03 1.020592916637896082e-03 9.980723573085747979e-01 1.036246669710647831e-03 1.248400543927043801e-03
5.173339844000000198e+01 3.371871019760390182e-03 1.020540890165671979e-03 9.980722675988075165e-01 1.036422986433273340e-03 1.248402947356242300e-03
5.173950194999999752e+01 3.372093242776450471e-03 1.020488798921500738e-03 9.980721776285353952e-01 1.036599304064938620e-03 1.248405371337472231e-03
5.174560547000000099e+01 3.372315467540589438e-03 1.020436642788523363e-03 9.980720873902578782e-01 1.036775623170232410e-03 1.248407815822530830e-03
5.175170897999999653e+01 3.372537693281442775e-03 1.020384421991443790e-03 9.980719968771334383e-01 1.036951943158228098e-03 1.248410280747321802e-03
5.175781250000000000e+01 3.372759920684070562e-03 1.020332136412913180e-03 9.980719060817980770e-01 1.037128264593532205e-03 1.248412766063895221e-03
5.176391602000000347e+01 3.372982149341299373e-03 1.020279786192173450e-03 9.980718149974027176e-01 1.037304587174108774e-03 1.248415271712262180e-03
5.177001952999999901e+01 3.373204378845990909e-03 1.020227371468858130e-03 9.980717236171724460e-01 1.037480910597922065e-03 1.248417797632360698e-03
5.177612305000000248e+01 3.373426609883362678e-03 1.020174892124885895e-03 9.980716319339507647e-01 1.037657235429605921e-03 1.248420343776619236e-03
5.178222655999999802e+01 3.373648841682267210e-03 1.020122348385860784e-03 9.980715399412550815e-01 1.037833561078243269e-03 1.248422910080906369e-03
5.178833008000000149e+01 3.373871074928025231e-03 1.020069740133214883e-03 9.980714476320686757e-01 1.038009888108488987e-03 1.248425496497902309e-03
5.179443358999999703e+01 3.374093308849578608e-03 1.020017067592911318e-03 9.980713550000539502e-01 1.038186215929429472e-03 1.248428102963463271e-03
5.180053711000000050e+01 3.374315544132348247e-03 1.019964330645894719e-03 9.980712620383377365e-01 1.038362545105737814e-03 1.248430729430519484e-03
5.180664062000000314e+01 3.374537780005365788e-03 1.019911529518485564e-03 9.980711687407261001e-01 1.038538875046505399e-03 1.248433375834913503e-03
5.181274413999999950e+01 3.374760017154152750e-03 1.019858664091145145e-03 9.980710751004884251e-01 1.038715206316423965e-03 1.248436042129826007e-03
5.181884766000000297e+01 3.374982255171944234e-03 1.019805734503776958e-03 9.980709811114230057e-01 1.038891538613493336e-03 1.248438728255505314e-03
5.182495116999999851e+01 3.375204493652017839e-03 1.019752740896674812e-03 9.980708867674068507e-01 1.039067871635712681e-03 1.248441434152128618e-03
